id;tweet;label
1217;#DePaís|Pandilleros que extorsionaban en Zaragoza enfrentan vista pública;NEU
1218;El Salvador;NEU
1219;@juanthai @Lois_1988 @Wesleyfcb16 @pseudohcc Anales de la Corona de Aragón (Zaragoza, Pedro Bernuz, 1562, primera p… https://t.co/kejT95MK2J;NEU
1220;@duban_aragon @santiagoco2015 @OjosVemos @CeSanz1 Aquí esta su moshop, saco una nueva versión por que el 25 de este… https://t.co/oEa1SYw7Wd;NEU
1221;@vlc_JI @sabina66801497 @BEsquiliche @Tomillar63 @Morafanova @CtzenCaneSpain @ACV___ @PepHernandez4 @goriladalazi… https://t.co/9Ow8peZDkW;NEU
1222;Según declaraciones de Yarza al Periòdico de Aragòn, el Real Zaragoza cambiará de manos en cuestiòn de horas, antes del finde.;NEU
1223;🔴 Trágico suceso en #Cadrete: una mujer fallece al prenderse su pelo lleno de laca con un cigarro en una residencia https://t.co/vUFkchWsM5;NEU
1224;Heraldo de la Espesura https://t.co/1NWVvgifjs;NEU
1225;Documentando en mi base de datos de Genealogía la presencia del apellido Agea en Zaragoza (Central, Aragón) en la a… https://t.co/u9kLY8KsCL;NEU
1226;Busco profesor de Matemáticas para enseñar a alumno de 4 de la ESO https://t.co/J0opEyi0fY #busco #clases #profesor… https://t.co/oEo9BNezs8;NEU
1227;Acaba de publicar una foto en Zaragoza, Spain https://t.co/hXdijTXpMG;NEU
1228;Vengo aquí a recordar que Luis Casimiro tendría que haber sido el entrenador de Casademont Zaragoza esta temporada.… https://t.co/fPAlrhVRwV;NEU
1229;@kitakehiro woho, yo es que a Huesca (quitando ciertos tramos) suele haber cada media hora o así.;NEU
1230;@martasoto @CADENA100 Toma! Zaragoza! 😍 Pues vamos a por la invitación 😏🙏💜;NEU
1231;@Tomillar63 @vlc_JI @ochoabravo32 @sabina66801497 @BEsquiliche @Morafanova @CtzenCaneSpain @ACV___ @PepHernandez4… https://t.co/UQHjydtTqr;NEU
1232;👉 @pepesoro @Moronyka @GobAragon explica que el reparto de los fondos MRR de #vivienda atenderá a la calidad de los… https://t.co/9U5cF0uQbT;NEU
1233;@J_Zaragoza_ Cualquier calificativo despectivo te va que ni pintado... callado estás mejor.;NEU
1234;@Albert_Yorke En Dubai? 😅😂 órale, entonces también eres acá del barrio? De la zona pipiris nice en Aragón o el Neza del pueblo?;NEU
1235;@Marcos005722587 @Statsatm No,  no es falta.  Da lo mismo y no lo merecían,  pero no es falta ni de coña;NEU
1236;@pehurhi @YukiLaArdilla @pcbox_huesca Para que me pongo colorao XD;NEU
1237;@POZI1972 @sabina66801497 @BEsquiliche @Tomillar63 @Morafanova @CtzenCaneSpain @ACV___ @PepHernandez4 @goriladalazi… https://t.co/4QnyHiLzeF;NEU
1238;@Statsatm Es gol legal,  pero no oculta la mierda que han hecho;NEU
1239;@juanthai @Lois_1988 @Wesleyfcb16 @pseudohcc Jerónimo Zurita y Castro;NEU
1240;Catalunya, Països Catalans.;NEU
1241;@POZI1972 @vlc_JI @ochoabravo32 @sabina66801497 @BEsquiliche @Morafanova @CtzenCaneSpain @ACV___ @PepHernandez4… https://t.co/52J2gDv5oq;NEU
1242;@RZleones Al final todo es cuestión de que la pelotita entre. Si nos dicen en 2014 si preferimos empresarios potent… https://t.co/ngeVo6jNZD;NEU
1243;PARA VIVIR DEL CUENTO A BASE DE LOS IMPUESTOS DE LOS ESPAÑOLES https://t.co/diZoiSmymD;NEU
1244;Compuerta automática Ziquilink para regulación de caudal en aforador en la toma de Gavilán.;NEU
1245;Zaragoza, España;NEU
1246;@J_Zaragoza_ @Nagore_Robles Y los socialistas y podemitas gobernando con los etarras separatistas   vamos lo mejorcito de cada casa;NEU
1247;Estoy temblando hace media hora;NEU
1248;@vlc_JI @sabina66801497 @BEsquiliche @Tomillar63 @Morafanova @CtzenCaneSpain @ACV___ @PepHernandez4 @goriladalazi… https://t.co/EXBlMySC74;NEU
1249;@mejoreszasca @argorito @pabloharour @J_Zaragoza_ @pilar_suarez70 Todos los que durante años hemos votado al pp,aho… https://t.co/b59usO6agg;NEU
1250;Me caes bien pero en la edición de las 21 horas te haces breve, el real Zaragoza está mal en puestos de descenso le… https://t.co/k7USJkN0mU;NEU
1251;@vlc_JI @POZI1972 @ochoabravo32 @sabina66801497 @BEsquiliche @Morafanova @CtzenCaneSpain @ACV___ @PepHernandez4… https://t.co/2LY3fDQTnZ;NEU
1252;recordando el momento donde mi vida entera cambio fue hace 4 años sali de fiesta por un sitio raro de gijon y un fu… https://t.co/1kuxvx01Ee;NEU
1253;@POZI1972 @sabina66801497 @BEsquiliche @Tomillar63 @Morafanova @CtzenCaneSpain @ACV___ @PepHernandez4 @goriladalazi… https://t.co/v2lJutEIVk;NEU
1254;"Ahora llegamos a 1985, el año de la ""infamia"". Se celebra en Sevilla, con Paloma San Basilio y Emilio Aragón presen… https://t.co/DM2yf5p6kU";NEU
1255;@medicenViru La anécdota del Torico de Teruel me ha encantado, Sarria es mucho Sarria;NEU
1256;@rpardoalmudi @heraldoes No, vivimos en un infierno todo el año ....;NEU
1257;Huesca, España;NEU
1258;@Tomillar63 @vlc_JI @ochoabravo32 @sabina66801497 @BEsquiliche @Morafanova @CtzenCaneSpain @ACV___ @PepHernandez4… https://t.co/gtOZEddCRU;NEU
1259;@MefeDorian @DLeon877 @jaimecello @collaciu1 @JADIEZLEON Centralizada está Aragón con Zaragoza, Catalunya con Barce… https://t.co/dfLGLiX0Cs;NEU
1260;@ricardomraphael @AdrianLarisC @heraldodemexico Q onda con el Heraldo y con imagen? Primero Ciro, ahora tú, cuantos más @OlegarioVazquez;NEU
1261;Los Viajes de Ignis Oiassonis: NAVIDAD ZARAGOZA 2021 5 https://t.co/8IGKOwlurp;NEU
1262;📢 Es preciso indicar que estas sustentaciones estuvieron a cargo de los legisladores Elvis Vergara, Luis Ángel Arag… https://t.co/JIgE9wcqjH;NEU
1263;@iraisamv_ Saludos Iraís , abrazo de regreso , sigamos siendo felices , un día a la vez ! Saludos desde Atizapan de… https://t.co/BhbzFVfcEJ;NEU
1264;Los Viajes de Ignis Oiassonis: NAVIDAD ZARAGOZA 2021 146 VIDEO 5 https://t.co/919rSKoATZ;NEU
1265;@Tomillar63 @POZI1972 @sabina66801497 @BEsquiliche @Morafanova @CtzenCaneSpain @ACV___ @PepHernandez4 @goriladalazi… https://t.co/X3YvOJauPf;NEU
1266;Somos de colores #cielo #tardesconLola #somosdecolores #paseandoamissdaisy en Capella, Aragon, Spain https://t.co/6uKJ5HOsAQ;NEU
1267;RESPETO, FALTA DE EDUCACION, LOCURA, QUE LE SUCEDE A LOS JOVENES DE HOY?? SE HAN VUELTO UNOS SALVAJES POR MUCHO QUE… https://t.co/KeaENuuAvO;NEU
1268;Gol asko larunbatean Zaragoza aldetik💥👇🏾 | Muchos goles el sábado por Zaragoza💥👇🏾;NEU
1269;Ibarra (Gipuzkoa);NEU
1270;@J_Zaragoza_ Tenga cuidado con los  los seres del ultra universo, al abrir las puertas;NEU
1271;Madrid;NEU
1272;@aragon_memes Madejas, chiretas, tortetas, salmorrejo, y postres en Huesca te pierdes, pastel ruso, trenza, castaña… https://t.co/c1AsvANAAI;NEU
1273;Pero tamén entendo que se a situación económica non o permite, non vale de nada tolear e hipotecarse. Esperemos que… https://t.co/KCdwUljlLz;NEU
1274;@7TOROS7 @7TVAndalucia @ignaciomuruve @GRayoVictor @jmpesu @7TVSevilla Picarón de Fuente Ymbro. 8/10/14 Zaragoza;NEU
1275;Responde INAI a AMLO: no podemos indagar a Loret https://t.co/klUdURXEgv;NEU
1276;@prismoketa estoy yo aqui para decir teruel NO existe;NEU
1277;@heraldoes Forma parte de EL PLAN 😂😂;NEU
1278;#CCENRecomienda | Ha abierto la Convocatoria de ayudas para iberoamericanos en estudios de doctorado, lanzada por l… https://t.co/L00uTyGSsd;NEU
1279;@J_Zaragoza_ Exactamente....;NEU
1280;@vlc_JI @sabina66801497 @BEsquiliche @Tomillar63 @Morafanova @CtzenCaneSpain @ACV___ @PepHernandez4 @goriladalazi… https://t.co/2f08Zk0Z1Y;NEU
1281;Mi twitter es un remanso de paz, parece una piscina de Teruel.;NEU
1282;Mañana en #Barcelona #Bilbao #Valencia #Malaga #Sevilla y #Zaragoza;NEU
1283;¡Muchísimas gracias, ZARAGOZA! 😊;NEU
1284;España;NEU
1285;251-god kväll #golesrojillos los 4 del dia, mas vale tarde que nunca pero dije que llego a 500 y llego a 500 y sino… https://t.co/rsdZM5k4Sh;NEU
1286;@carmensuisse Difícil viendo el solar de hoy...;NEU
1287;Madrid, Comunidad de Madrid;NEU
1288;@UCS_GCDMX @OVIALCDMX Buen día por favor aún no se ha procedido sobre este auto en abandono en calle 2da de 533 esq… https://t.co/ySZya3ktnK;NEU
1289;Luego que el presidente López Obrador exigió al INAI que entregue y revele datos de Carlos Loret de Mola, el organi… https://t.co/t0DUOJM4QA;NEU
1290;@Tomillar63 @POZI1972 @ochoabravo32 @sabina66801497 @BEsquiliche @Morafanova @CtzenCaneSpain @ACV___ @PepHernandez4… https://t.co/PACdoF6mIE;NEU
1291;Tambalearse relajadamente al ritmo del metro con la música &gt;NEU
1292;@RockGaara Gambito es como Teruel;NEU
1293;@Tomillar63 @vlc_JI @ochoabravo32 @sabina66801497 @BEsquiliche @Morafanova @CtzenCaneSpain @ACV___ @PepHernandez4… https://t.co/hwNdCbKur3;NEU
1294;@currom_m66_ @angelagitador @SerranitodeYork @J_Zaragoza_ Alguien que hace menciones a Toni cantó y habla de sabios… https://t.co/B4yOJOP8tc;NEU
1295;@POZI1972 @vlc_JI @ochoabravo32 @sabina66801497 @BEsquiliche @Morafanova @CtzenCaneSpain @ACV___ @PepHernandez4… https://t.co/veUuSZWiKW;NEU
1296;@J_Zaragoza_ Lo mismo que el PSOE., Pepe, que no te enteras.;NEU
1297;Zaragoza: El Zaragoza y la teoría del 'triple cinco' para intentar salvarse | Marca https://t.co/KQJdZ1KB2w https://t.co/puzH3NRHSx;NEU
1298;@vlc_JI @POZI1972 @sabina66801497 @BEsquiliche @Morafanova @CtzenCaneSpain @ACV___ @PepHernandez4 @goriladalazi… https://t.co/l9bicQbYzo;NEU
1299;¡Objetivo de heraldo para @RebelsGaming! ;NEU
1300;Grieta del Invocador;NEU
1301;Los Viajes de Ignis Oiassonis: LA CARTUJA -- ZARAGOZA 5 https://t.co/pgLYCRIGEW;NEU
1302;"👉 El Gobierno de #Aragón anuncia la licitación del plan extraordinario de carreteras para ""el próximo cuatrimestre""… https://t.co/Lkrr82NWtl";NEU
1303;@J_Zaragoza_ @gar_alv Vosotros con Bildu y los amigos de Maduro;NEU
1304;@POZI1972 @sabina66801497 @BEsquiliche @Tomillar63 @Morafanova @CtzenCaneSpain @ACV___ @PepHernandez4 @goriladalazi… https://t.co/wi7fCEDuYg;NEU
1305;@zorranaruto ayer un profe mio dijo teruel existe;NEU
1306;@vlc_JI @ochoabravo32 @sabina66801497 @BEsquiliche @Tomillar63 @Morafanova @CtzenCaneSpain @ACV___ @PepHernandez4… https://t.co/yA7Gyhhk7S;NEU
1307;@POZI1972 @vlc_JI @sabina66801497 @BEsquiliche @Morafanova @CtzenCaneSpain @ACV___ @PepHernandez4 @goriladalazi… https://t.co/UYswBq4ruJ;NEU
1308;@YukiLaArdilla Para futuros problemas, o incluso éste, @pcbox_huesca pilotada por @TukaramX  profesionales 100%, si… https://t.co/VQaQYQgJSo;NEU
1309;La increíble historia de Gustavo Giménez y su Coro Experimental para Espíritus Audaces https://t.co/dzMpLQbspY;NEU
1310;@PabloEchenique No te va a dar tiempo te mandarán pa Zaragoza!;NEU
1311;@peremayol @ElHuffPost A ver, te cuento.;NEU
1312;" la Corona de Aragón es la formación política nacida al unirs… https://t.co/Z69anBC2wt""";NEU
1313;@CesarGodoyNi @cgarcia_3099 @nayibbukele @NI_Prensa @MrElegantesv @henrygarciame @VulcanoDr @chinchontepec22… https://t.co/Ag63AUbYL5;NEU
1314;@juanthai @Lois_1988 @Wesleyfcb16 @pseudohcc La fuente ya te lo he puesto, otra cosa es que seas tan retrasado y ig… https://t.co/rMD4GeXdFZ;NEU
1315;@misterioycubata ¡Zaragoza! Y vais a visitar la casa del duende de Zaragoza. Y de chinchorreo por el Tubo.;NEU
1316;@vlc_JI @POZI1972 @ochoabravo32 @BEsquiliche @Tomillar63 @Morafanova @CtzenCaneSpain @ACV___ @PepHernandez4… https://t.co/7JtL9s4QJ0;NEU
1317;@POZI1972 @vlc_JI @ochoabravo32 @sabina66801497 @BEsquiliche @Morafanova @CtzenCaneSpain @ACV___ @PepHernandez4… https://t.co/fiX1xKwj8m;NEU
1318;@heraldoes No saquen la foto de contexto.;NEU
1319;📰 Prueban la eficacia de un fármaco contra un cáncer infantil agresivo;NEU
1320;Alhaurín el Grande Málaga;NEU
1321;@skkipper_ @mariallorenss1 yo que me voy a teruel y da gracias;NEU
1322;@vlc_JI @sabina66801497 @BEsquiliche @Tomillar63 @Morafanova @CtzenCaneSpain @ACV___ @PepHernandez4 @goriladalazi… https://t.co/H6eKZjih1Y;NEU
1323;@Andreaqg Para sentirte orgullosa de haberlos robado;NEU
1324;@Thefreetruth @JADIEZLEON Qué tontería es esa? Hay un muro en las demás comunidades autónomas? Ser independientes?… https://t.co/rBcEyJJaET;NEU
1325;@POZI1972 @ochoabravo32 @sabina66801497 @BEsquiliche @Tomillar63 @Morafanova @CtzenCaneSpain @ACV___ @PepHernandez4… https://t.co/oj6WZi4UlJ;NEU
1326;en teruel https://t.co/XTVJGhvFmn;NEU
1327;@aXoZerr dios ,perdonen pero ya los daba por eliminados JAJKAKA;NEU
1328;@vlc_JI @ochoabravo32 @sabina66801497 @BEsquiliche @Tomillar63 @Morafanova @CtzenCaneSpain @ACV___ @PepHernandez4… https://t.co/vGXngAVN38;NEU
1329;@postunited El zaragoza 12 años en segunda o intentando no descender y ahí sigue;NEU
1330;@POZI1972 @sabina66801497 @vxerocomunista @DanielRodOrd @BEsquiliche @Tomillar63 @Morafanova @CtzenCaneSpain… https://t.co/TpmBL7xil5;NEU
1331;@Kikegiralt061 @heraldoes Mira, hoy te irás a la cama sabiendo algo;NEU
1332;Fugint de Panderetarnia;NEU
1333;HISTORIA | Hoy repasamos la historia del pintor zaragozano Mariano Barbasán, uno de los más importantes de finales… https://t.co/29QQdBqRQb;NEU
1334;Hay un momento donde llegar no es lo más importante. #Aragon #Pirineos https://t.co/93UVco63H0;NEU
1335;@MarcKlein_ @sabina66801497 @BEsquiliche @Tomillar63 @Morafanova @POZI1972 @vlc_JI @CtzenCaneSpain @il_lustre… https://t.co/v2Lg6CfcjR;NEU
1336;@ricardomraphael @AdrianLarisC @heraldodemexico El Heraldo es uno más que se arrodilla ante el dictador ya sea por miedo o dinero;NEU
1337;¡Os presentamos el Concurso musical del @IES_Andalan , #AndaLALALÁn. Podrán participar todos los grupos de alumnos… https://t.co/As143zJral;NEU
1338;"🔴🔴🔴 El fiscal Javier Zaragoza sobre Dolores Delgado: ""La independencia puede no ser idónea cuando el fiscal general… https://t.co/mPB8tDAXQt";NEU
1339;esta calle es en zaragoza y me ha hecho ilu reconocerla olé olé mi ciudad guapa el pilar la aljafería https://t.co/Rx5BrJpISx;NEU
1340;Orquestra Aragon - Al Vaiven de mi Carreta https://t.co/fcCPzclmPw;NEU
1341;@D_teruel ¿Ya viste The Suicide Squad? Mil veces mejor que la otra.;NEU
1342;@ElTJ17 @chulises77 @JTrianaT El Heraldo!! 🤣🤣🤣;NEU
1343;@DisciteMori Sería exelente si hicieran un serie de Aragón yendo a las tierras Harad para darle de madres a los que… https://t.co/y8guhjSac4;NEU
1344;@ochoabravo32 @DanielRodOrd @sabina66801497 @BEsquiliche @Tomillar63 @Morafanova @POZI1972 @CtzenCaneSpain… https://t.co/Q1XAMh4aRv;NEU
1345;EL 12 DE NOVIEMBRE DE 2022, ÑU EN ZARAGOZA. https://t.co/v24vqum76s;NEU
1346;@J_Zaragoza_ ¿Por qué una pregunta tan sencilla como la que llevo años haciendo al Sr. Sánchez, al Sr. Escrivá, y a… https://t.co/pUclFn6yfF;NEU
1347;@ElGeorgeRiveraR Estaba dudoso después de la desilusión de Suicide Squad, pero me encantó: el diálogo, los one-line… https://t.co/UrbP0Zxuge;NEU
1348;La historia de #Trasmoz, el único pueblo excomulgado de España. ¡Descubre numerosas leyendas de carácter místico y… https://t.co/yVRk8SFN6Q;NEU
1349;@vlc_JI @sabina66801497 @vxerocomunista @DanielRodOrd @BEsquiliche @Tomillar63 @Morafanova @CtzenCaneSpain… https://t.co/ZUhzkWcdtA;NEU
1350;@POZI1972 @sabina66801497 @vxerocomunista @DanielRodOrd @BEsquiliche @Tomillar63 @Morafanova @CtzenCaneSpain… https://t.co/94T0dGnp1n;NEU
1351;#TeBuscamos Brandon Arturo Cervantes Barrera. Atizapan de zaragoza , Edo de mex  inf @cervantesartur1… https://t.co/FBYfA9DMRD;NEU
1352;🤍 ¿Esquís o tabla? ¿Pirineo o Teruel? ¿En familia o entre amigos?;NEU
1353;" ¡esta temporada es para ponerse la… https://t.co/9UkBke90nC""";NEU
1354;@ricardomraphael @AdrianLarisC @heraldodemexico ¿Cómo? ¿Acaso se aprovechan para deshacerse de un lastre y sugerir… https://t.co/aeso8njjYI;NEU
1355;@Tomillar63 @Mr_morq @vlc_JI @sabina66801497 @BEsquiliche @CtzenCaneSpain @ACV___ @PepHernandez4 @goriladalazi… https://t.co/6rcJOhNb5m;NEU
1356;El Juzgado de Primera Instancia n.º 11 de Zaragoza ha condenado a Vodafone a indemnizar a un particular con 6.000 e… https://t.co/oCV0qFt20E;NEU
1357;@Nicolas27095300 Y bueno;NEU
1358;El anarquismo se enseña mal. Entra en mi curso gratuito online y descubre cómo ser tu propio jefe miliciano en el F… https://t.co/ykunKTO5lF;NEU
1359;@Setarco97923428 @J_Zaragoza_ No les des ideas, que son capaces.;NEU
1360;@Wendianonimaxx Hola te vez muy hermosa, estuve en tu espacio, me hubiera gustado que durara más, soy de atizapan d… https://t.co/4UOGy9leYP;NEU
1361;Acaba de publicar una foto en Zaragoza, Spain https://t.co/EapZaz67LZ;NEU
1362;"""Sé como la luna. Cuando la oscuridad intenta atraparla resplandece con mayor intensidad"" Eric I Franicevich… https://t.co/DD4NdNjWl5";NEU
1363;@RosaVillacastin @el_pais En Valencia, Barcelona, Teruel, cuenca, Albacete, Palencia…..y todo el resto de España…..no hagas demagogia!!;NEU
1364;@ornesanagua Vos sabes;NEU
1365;@amadoo_male Siempre;NEU
1366;@MarcKlein_ @PepHernandez4 @Tomillar63 @sabina66801497 @vlc_JI @POZI1972 @BEsquiliche @CtzenCaneSpain @ACV___… https://t.co/AEAkmFxUtJ;NEU
1367;@Logarzo_sof Yo a vos puta;NEU
1368;@Krlos_MG @heraldoes No te moskees, joer! Sólo q cómo dices q distingues el 03 del resto de gases... Me pareces adm… https://t.co/9WlgLUjtSS;NEU
1369;Tesoros de mundos ya perdidos... con la, aún, fascinante, mágica y ancestral #Era enlosada de #Morés, #Aragón… https://t.co/HikDiXi1gV;NEU
1370;Se venden dos entradas para el concierto de Xavibo en Zaragoza para este viernes. ;NEU
1371;soy leo, lo siento;NEU
1372;@77populacho @sabina66801497 @goriladalazi @Juanma_Saez @DanielRodOrd @ACV___ @POZI1972 @FreeyellowMarta… https://t.co/qwJpCBts3x;NEU
1373;@FatymaCaballero Suerte tienes de que te dejarán entrar.;NEU
1374;Ayer 1.300 joteros de Zaragoza, Huesca y Teruel se unieron un ¡ESPECTACULAR FLASHMOB! para apoyar el trabajo de… https://t.co/bOQH3Fdkt6;NEU
1375;Participaron voluntarios, empleados comunales, integrantes de EPA (Ecologistas de Puerto Aragón), trabajadores del… https://t.co/v7yHhQMLwc;NEU
1376;Las jornadas estuvieron organizadas por la secretaría de Turismo de Gaboto, la comuna de Barrancas y EPA (Ecologist… https://t.co/tR5T6Ho6T7;NEU
1377;¿Necesitas diseño web? Sync (Zaragoza) https://t.co/5x0dNHPDDC;NEU
1378;✅Mes de humedales: limpieza de las costas de los ríos Coronda y Carcaraña;NEU
1379;Puerto Gaboto, Santa Fe ;NEU
1380;@POZI1972 @Mr_morq @vlc_JI @sabina66801497 @BEsquiliche @DanielRodOrd @CtzenCaneSpain @il_lustre @ACV___ @PeiBasque… https://t.co/Rqj1kaijpQ;NEU
1381;@Hi_Im_Tiffany Los amantes de Teruel tonta ella tonto el https://t.co/2pDpmYPFwh;NEU
1382;#NRSV | 🦁 El mero mero de #Zaragoza, @CesarGodoyNi agradeció al Presi @nayibbukele, y al programa Enlaces con la Ed… https://t.co/53y4kHwrGR;NEU
1383;El Heraldo.  De quien es?   Por donde vendrá la bolita? https://t.co/T8zvVcobG6;NEU
1384;@odonelorza2011 @PSOE En Zaragoza gobierna con VOX;NEU
1385;@fortachi1932 @JaviSantamarta Yo voy a Zaragoza, que envidia sana.;NEU
1386;'Alcarràs', de la catalana Carla Simón, se alza con el Oso de Oro en la Berlinale https://t.co/ACg4wxI0wp vía @heraldoes;NEU
1387;@HistoriaPTontos Aragón le gusta complicar las cosas de por sí 😅;NEU
1388;Te animas a vivir una experiencia intensa sobre dos ruedas por la city? Pues trata de hacer el recorrido desde el c… https://t.co/Ac9a2f4N2H;NEU
1389;Nagore reina del reino de Aragón desde chiquita 😏;NEU
1390;#PollosRoesters / Pollo 120.- / ½ pollo 60.- / Paquete 145.- (spaguetti, frijoles con Chorizo) Papas 25.- / Nugget… https://t.co/VpCL6IYVHy;NEU
1391;@wandu_aragon JAJAJAJA TE AMO;NEU
1392;@AdriaaanTello Aragón Siempre juntos;NEU
1393;@vlc_JI @DanielRodOrd @sabina66801497 @BEsquiliche @Tomillar63 @Morafanova @POZI1972 @CtzenCaneSpain @il_lustre… https://t.co/h0Voi9mYg6;NEU
1394;Simone Biles anuncia su boda con el jugador de la NFL Jonathan Owens https://t.co/XfqzXZeQeb;NEU
1395;El líder de los populares aragoneses se reúne este jueves con el presidente de la comunidad, Javier Lambán, en el q… https://t.co/YhU0x16tGF;NEU
1396;@Gerard_Rock Heraldo;NEU
1397;De cuando los zagales disfrutaban en las #Eras. ;NEU
1398; #Aragón. ;NEU
1399;Algún día cobraré Enero y mi finiquito, pero ese día no es ahora. ;NEU
1400;En casas ajenas.;NEU
1401;@77populacho @vlc_JI @goriladalazi @Juanma_Saez @DanielRodOrd @ACV___ @POZI1972 @FreeyellowMarta @PepHernandez4… https://t.co/rmYOncf6vW;NEU
1402;DISPONIBLE ;NEU
1403;Para mañana February 17, 2022 se espera una temperatura mínima de 5ºC y una máxima de 20, ¡buenas noches!… https://t.co/lRkIK0HTVq;NEU
1404;@Absolutexe @MarioGarcesSan En el PP de Aragón aún queda sensatez 👏🏻;NEU
1405;Si compraste un vehículo entre 2006 y 2013 y estás afectado/a por el 𝐜𝐚́𝐫𝐭𝐞𝐥 𝐝𝐞 𝐟𝐚𝐛𝐫𝐢𝐜𝐚𝐧𝐭𝐞𝐬 𝐝𝐞 𝐚𝐮𝐭𝐨𝐦𝐨́𝐯𝐢𝐥𝐞𝐬 que pac… https://t.co/2pWIBPyWSH;NEU
1406;@GirautaOficial @Santi_ABASCAL @J_Zaragoza_ tus socios de gobierno.;NEU
1407;@vlc_JI @sabina66801497 @vxerocomunista @DanielRodOrd @BEsquiliche @Tomillar63 @Morafanova @CtzenCaneSpain… https://t.co/AwIAO60bTM;NEU
1408;@lal_aragon Gracias, buenas noches.😘;NEU
1409;Documentando en mi base de datos de Genealogía la presencia del apellido Royo en Zaragoza (Central, Aragón) en la a… https://t.co/dpso9CoyRR;NEU
1410;"@diego_burgos_ Me refiero a que no recordaba lo de Chainho en el Real Zaragoza y me has ""iluminado"" 😄";NEU
1411;@olgarusu @lerele @JuanJoseGares Me mandó uno de Huesca @Alfonsina48. De una famosa pastelería, Ascaso. Rico-riquísimo.;NEU
1412;@DanielRodOrd @BEsquiliche @Tomillar63 @Morafanova @POZI1972 @vlc_JI @CtzenCaneSpain @il_lustre @ACV___ @PeiBasque… https://t.co/Bm0w9RbWeF;NEU
1413;@Tomillar63 @Mr_morq @vlc_JI @sabina66801497 @BEsquiliche @DanielRodOrd @CtzenCaneSpain @il_lustre @ACV___… https://t.co/Sy7zwiPVre;NEU
1414;@laherpburn59 @NinesPlacer @AlemanaJubilada @NoaGresiva Cómo podéis ser tan ignorantes quieres que hablemos de la s… https://t.co/gXeTNZsb8x;NEU
1415;Guitarte sufrió presiones y amenazas por cumplir lo que dijo en campaña con Teruel Existe: dialogar y llegar a acue… https://t.co/deYwXcbrOG;NEU
1416;@namela7919 Cierto!!!! Siempre defenderé una persona, un voto!!! Si seguimos así seguiremos dependiendo de partidos… https://t.co/tBJA4dh129;NEU
1417;@sabina66801497 @vlc_JI @goriladalazi @Juanma_Saez @DanielRodOrd @ACV___ @POZI1972 @FreeyellowMarta @PepHernandez4… https://t.co/fol6vJlghU;NEU
1418;@lal_aragon El color es muy bonito..;NEU
1419;Hoy, en @heraldoes, un artículo que espero os inspire.;NEU
1420;Quiero estar en la libertad!;NEU
1421;@DanielRodOrd @BEsquiliche @Tomillar63 @Morafanova @POZI1972 @vlc_JI @CtzenCaneSpain @il_lustre @ACV___ @PeiBasque… https://t.co/axMTWAd9cN;NEU
1422;¿Un #vino? Lo veo en el escaparate. #Aragón y me lo llevo. #Macabeo . Ha caído la botella . ( la casa no tiene copa… https://t.co/tR6qHyN668;NEU
1423;@GyoriEniko Si no sabe donde está Huesca.;NEU
1424;Una juez de Zaragoza condena a Vodafone a pagar 6.000 euros por vulnerar la intimidad y el descanso https://t.co/EFdxgw0GoX;NEU
1425;Así que durante un fin de semana nos escapamos a la vecina provincia de Huesca para hacer una ruta al Ibon de Ip.… https://t.co/pkpvT2DvxJ;NEU
1426;Castillos templarios, pueblos abarrotados de patrimonio y una naturaleza de vega y sierra deliciosamente intacta 😋 https://t.co/TzVHIKR5da;NEU
1427;🍽️ #Aragón es dueña de una #gastronomía arraigada a la tierra. ¿Sabías que el cardo con almendras es uno de sus pla… https://t.co/QbIkxFoysi;NEU
1428;Paracosmos;NEU
1429;Veracruz, Veracruz de Ignacio;NEU
1430;@ricardomraphael @AdrianLarisC @heraldodemexico Pinches putos los del heraldo...;NEU
1431;Aragón, Canarias, La Rioja, Salamanca, Tarragona y Málaga en lo q va de año superan en + d un 20% la mortalidad d 2… https://t.co/C7Ty2Zck4P;NEU
1432;@Berbesdevigo tamén descubrín que en Zaragoza existe o que os arxentinos chaman country, unha urbanización de alta… https://t.co/2ZYOodJoaC;NEU
1433;@celesteeislove Chilll Patrica patron 😮‍💨;NEU
1434;Se le ve bien a los aficionados de Santos viendo que @Irarragorri va comprar a Zaragoza https://t.co/12ZHVSvPwK https://t.co/hgm4kscMxm;NEU
1435;al final vuelvo en 2 semanas a vivir a zaragoza y mi corazoncito está así: 💔💔💔💔💔;NEU
1436;Los Viajes de Ignis Oiassonis: ZARAGOZA Y ALREDEDORES 4 (material archivo parque ... https://t.co/vkIWp6CiYu;NEU
1437;@DanielRodOrd @sabina66801497 @BEsquiliche @Tomillar63 @Morafanova @POZI1972 @CtzenCaneSpain @il_lustre @ACV___… https://t.co/sUktkzt67a;NEU
1438;@PepHernandez4 @Tomillar63 @sabina66801497 @vlc_JI @POZI1972 @BEsquiliche @CtzenCaneSpain @ACV___ @goriladalazi… https://t.co/o1blziAker;NEU
1439;@victurin_aragon @abrahamconM escríbeme al dm;NEU
1440;@Numenoreano_ @J_Zaragoza_ Franco murió en 1975. ;NEU
1441;Miskatonic;NEU
1442;Y creo que todavía la tiene agregada como cuando salían, todo mal señores, todo mal;NEU
1443;Próximo partido...  Osasuna . Forza Atleti Siempre https://t.co/cProNHOXYc;NEU
